date,min_temp_c,max_temp_c,mean_temp_c,mean_humidity,mean_wind_speed,mean_solar_irradiance,max_solar_irradiance,day_of_week,lmp_opr_hour_01,lmp_opr_hour_02,lmp_opr_hour_03,lmp_opr_hour_04,lmp_opr_hour_05,lmp_opr_hour_06,lmp_opr_hour_07,lmp_opr_hour_08,lmp_opr_hour_09,lmp_opr_hour_10,lmp_opr_hour_11,lmp_opr_hour_12,lmp_opr_hour_13,lmp_opr_hour_14,lmp_opr_hour_15,lmp_opr_hour_16,lmp_opr_hour_17,lmp_opr_hour_18,lmp_opr_hour_19,lmp_opr_hour_20,lmp_opr_hour_21,lmp_opr_hour_22,lmp_opr_hour_23,lmp_opr_hour_24,lmp_opr_hour_25
2023-01-26,7.2,17.6,11.579167,62.208333,9.8875,165.166667,630.0,3,124.58233,124.11442,123.12204,122.74371,126.55367,154.41914,190.27396,156.2759,124.56427,106.7325,93.97264,84.16893,73.41,69.97709,77.01465,106.66743,144.18121,174.56174,169.96637,162.21233,159.03587,155.25044,147.48724,139.36267,
2023-01-27,5.4,16.5,10.120833,67.791667,9.945833,169.083333,643.0,4,82.8972,77.98443,75.6748,74.82669,83.58872,103.06221,119.39131,100.81588,73.07154,60.41281,53.64116,45.53,39.32,33.8,34.31983,58.05645,82.19873,104.11482,100.10359,92.03284,90.51087,87.72114,82.58601,78.66116,
2023-01-28,6.5,15.8,10.808333,81.958333,10.741667,150.958333,598.0,5,86.99934,89.11712,87.58338,88.98645,93.28994,103.2047,112.90202,95.41607,70.92211,54.10032,46.64077,30.77286,19.70961,17.85542,21.40416,50.69519,96.27152,114.81895,111.68921,106.19556,100.52577,99.41429,95.78344,91.91899,
2023-01-29,9.5,12.6,10.804167,83.583333,13.541667,77.25,278.0,6,98.46892,97.35806,93.72275,92.87672,95.00076,94.91542,99.7332,92.06571,71.37999,51.91063,45.95302,43.59345,45.96,49.67423,54.50083,79.821,111.16067,128.62433,128.92125,123.23693,120.07957,118.67859,112.96082,101.46,
2023-01-30,8.5,12.2,10.0625,84.0,10.2875,64.416667,236.0,0,102.10571,98.6783,98.19431,98.69412,108.02547,127.39701,160.0794,162.64638,122.31,102.37792,93.36845,91.65465,88.1268,85.8494,88.34542,96.21441,136.07079,170.28725,165.1,157.46738,154.90979,147.92282,130.93,120.04999,
2023-01-31,5.6,17.0,10.545833,50.958333,11.216667,175.75,665.0,1,102.46857,96.46568,91.14206,95.50608,102.40547,123.48999,145.80174,136.36333,85.42622,68.4,53.77839,45.7026,33.9853,31.83492,38.82733,66.90684,98.6457,136.16573,135.20856,133.13,129.69,121.73209,106.30678,98.07899,
2023-02-01,4.5,16.2,9.7375,56.833333,10.083333,177.833333,668.0,2,110.20166,106.61,104.87,106.25412,111.89663,132.05614,155.49948,137.01518,101.05629,79.43479,65.73932,57.0,40.0,30.87115,42.07984,84.2578,111.48507,141.75932,144.6276,135.8751,122.37686,119.4404,111.30039,107.99959,
2023-02-02,5.8,16.8,10.654167,64.625,10.483333,148.75,538.0,3,139.94562,139.84428,135.87,140.57793,147.52963,166.88606,191.22163,173.19218,133.39864,118.96527,110.78572,108.50058,110.22812,108.04713,116.28622,133.51726,161.11316,178.56831,180.40675,177.51,166.82787,158.42184,146.30103,146.75156,
2023-02-03,7.5,16.8,11.733333,66.208333,9.325,151.25,645.0,4,70.43804,64.02931,60.44133,60.60726,60.87238,75.07316,93.91994,89.66766,67.69406,57.89435,52.98314,49.66296,46.70971,44.46366,45.27477,47.70241,60.0,85.28897,87.80681,81.53,77.70077,68.8974,59.18767,61.75022,
2023-02-04,7.2,17.7,11.95,73.041667,11.370833,175.041667,653.0,5,65.31238,58.09465,57.462,57.32574,59.36499,59.99814,71.61299,55.45962,37.93721,18.59399,5.51787,3.44615,1.91371,1.84748,5.53,28.03794,55.37158,75.79412,76.62654,67.5455,60.71652,57.86133,54.40675,53.18947,
2023-02-05,9.7,16.4,12.791667,79.125,15.575,152.625,641.0,6,51.22543,49.39693,49.10875,47.94854,48.50491,48.43473,53.806,45.70946,9.50615,-3.01134,-6.94618,-6.36369,-7.24862,-7.29258,-5.27854,1.17137,43.35417,67.53153,68.5012,64.1931,57.97289,53.38799,51.21769,50.81047,
2023-02-06,9.8,19.5,13.516667,49.166667,23.554167,184.25,683.0,0,44.16077,43.06307,42.90959,43.03909,46.66256,58.05331,80.0,65.87,39.2493,19.96908,13.67952,9.98172,6.92,4.19901,6.87875,22.65,55.47768,82.26232,82.84269,80.23876,74.11309,73.47,59.85,56.64438,
2023-02-07,6.6,18.2,11.616667,59.416667,9.220833,184.541667,684.0,1,53.04924,50.55618,45.966,45.93928,50.77026,63.33766,78.19621,59.09561,40.69088,19.99258,12.28449,11.03,10.1391,9.8327,12.74127,28.97039,53.67194,73.99891,72.69104,67.96805,64.56603,60.03,53.96,51.04357,
2023-02-08,7.1,18.8,11.833333,65.083333,10.9375,184.958333,684.0,2,52.13492,51.1658,50.31316,50.29085,53.08635,61.64407,83.77,61.43866,42.71042,22.07559,13.15988,10.50583,5.97814,5.50269,8.72388,29.76014,56.09026,80.17298,77.52242,71.43599,68.05,63.53994,54.3768,53.31336,
2023-02-09,7.8,22.8,14.358333,53.708333,10.241667,186.625,687.0,3,57.2042,56.11962,52.89,53.28963,55.27847,66.2369,85.0015,61.52389,34.93934,16.1,9.08481,6.86441,5.62165,4.67473,8.79,26.76942,54.61143,76.81471,77.88454,71.00329,68.3971,64.3987,57.34325,54.59199,
2023-02-10,8.4,22.6,13.9125,52.458333,11.179167,188.375,697.0,4,56.18206,54.6723,53.46682,52.36882,61.15948,69.89602,83.51532,64.61346,48.35746,30.7036,24.34214,23.4,22.59286,24.73032,28.59998,43.02168,63.65362,78.52677,76.83274,70.87855,68.77689,65.05518,62.57767,58.92844,
2023-02-11,7.6,14.6,11.195833,72.875,14.925,182.208333,696.0,5,58.48962,57.44559,57.44679,54.29602,54.93134,58.0558,62.9398,55.99313,47.41976,33.1835,23.90604,20.0,17.1059,14.30662,17.16098,27.43,56.08917,75.77613,78.65762,72.48561,71.2033,67.8067,63.65419,60.16611,
2023-02-12,7.0,13.2,10.0,79.958333,12.220833,136.541667,656.0,6,59.06012,57.41703,56.73304,54.87474,58.48371,60.74958,62.41287,55.88411,47.73912,39.00834,25.69417,17.97074,15.2602,14.12195,21.77774,38.3872,61.97,71.81873,71.38059,70.36794,68.33947,65.03171,58.64377,58.13201,
2023-02-13,6.7,15.6,11.291667,80.375,13.316667,151.125,561.0,0,53.88114,55.9896,55.46841,56.087,60.77203,73.81863,89.95427,72.74379,50.80493,41.82908,30.07992,20.7794,13.0957,10.38739,10.73165,22.19235,57.63906,75.83491,76.5826,70.14618,65.99989,63.95,58.86194,57.3943,
2023-02-14,8.6,14.2,12.0125,59.916667,20.404167,135.708333,545.0,1,56.15219,52.91654,52.32542,52.24627,53.73133,63.70349,81.90891,65.15285,50.53651,43.24198,31.46,22.2676,15.02,14.18029,14.78466,35.60078,60.08187,81.66562,82.3,81.45459,80.41478,78.50179,74.56315,69.95,
2023-02-15,6.5,16.6,10.3625,43.5,20.85,206.541667,745.0,2,53.09364,52.07523,52.12,55.0705,56.84993,75.87855,90.65714,70.46506,43.58733,35.90793,25.7652,18.95,9.53537,11.83675,15.36273,29.18315,58.64682,82.899,92.2558,82.31176,79.70654,76.05421,70.07579,60.91974,
2023-02-16,3.5,16.5,9.433333,42.916667,11.35,174.958333,673.0,3,77.17758,75.50879,75.36263,81.08891,90.39714,98.45673,108.13556,88.5792,61.03147,50.11996,50.16051,46.79868,43.72876,45.03048,45.81479,54.49418,81.27607,101.62674,104.16054,99.55201,97.90222,90.44436,86.66732,79.5293,
2023-02-17,5.9,17.4,11.158333,39.083333,11.3875,163.958333,629.0,4,81.50078,77.26258,74.95873,75.00473,79.68844,88.25013,102.07155,87.05497,64.0363,55.9953,51.55199,47.03795,43.75183,43.52432,45.19183,59.24857,67.33455,83.33782,85.87961,82.29302,79.10435,76.22322,73.59074,70.31432,
2023-02-18,5.9,18.0,11.479167,44.458333,11.166667,162.708333,703.0,5,64.31585,63.90221,63.70331,60.44442,60.59424,63.73312,65.33378,58.21028,42.4171,26.20439,17.81411,14.9543,11.14431,10.44215,13.99271,28.51585,54.59881,77.921,83.36983,77.7926,73.1685,72.14104,67.00383,62.11014,
2023-02-19,5.2,16.6,11.466667,57.333333,10.545833,205.125,734.0,6,57.66875,57.11655,58.78696,58.22643,57.50148,59.23908,59.58394,51.48,34.33,14.00778,8.16623,6.51757,3.90956,4.60535,10.1522,20.51849,51.65356,74.15952,80.27731,73.2845,69.5414,67.25123,59.34573,56.9855,
2023-02-20,7.3,19.8,13.104167,59.625,10.825,206.166667,738.0,0,58.72003,53.85463,53.09,52.26257,53.01,61.77918,68.21028,55.70798,38.04356,22.24677,14.94381,12.6274,8.766,8.78124,14.93879,26.12345,52.47753,72.67445,81.77133,71.31512,67.84261,61.85708,58.43172,57.3514,
2023-02-21,8.4,16.9,12.308333,73.0,20.45,187.125,694.0,1,59.9403,59.08113,56.36785,53.92536,55.49238,65.50185,79.02317,62.6,40.26645,21.62099,19.49363,15.31078,14.48575,14.00295,18.72791,29.45319,48.43068,67.28361,74.99837,70.58986,65.75782,65.68388,61.39387,59.97992,
2023-02-22,8.6,11.8,9.945833,54.666667,38.7,207.25,717.0,2,69.0351,62.57631,60.37029,60.26475,62.4987,75.13431,90.35519,70.45868,46.5206,35.20086,37.38419,33.11419,30.281,29.03889,32.87339,44.87702,62.32919,87.06686,99.52172,93.98584,87.07339,80.39475,73.14043,69.03831,
2023-02-23,5.2,10.6,7.858333,73.958333,14.854167,165.375,618.0,3,78.81489,78.88013,78.68997,78.97745,88.85611,108.86523,131.41965,110.96119,79.55827,66.33468,66.87963,65.37552,64.2681,65.19068,66.62647,74.54393,101.29479,125.29386,137.84535,126.16352,120.77982,115.75311,95.52198,85.48545,
2023-02-24,4.9,12.6,10.3375,83.916667,31.1375,21.291667,94.0,4,142.89279,134.949,126.83926,130.94348,146.54353,157.93124,180.40117,155.7,127.72694,116.60378,112.75812,107.43567,107.16684,104.53593,109.78,120.06982,155.13326,171.01144,184.65512,170.11401,163.07077,156.3598,150.24753,140.18626,
2023-02-25,3.8,12.6,7.9875,83.333333,13.858333,82.875,441.0,5,124.88449,127.02277,124.91426,126.47095,141.09058,139.02213,142.80177,128.0622,111.69904,109.48144,101.97335,97.05247,89.69358,90.10113,90.47083,99.85367,123.31922,146.19281,158.71902,149.941,147.2629,144.08464,139.25906,130.48,
2023-02-26,2.8,11.4,7.795833,79.458333,10.425,185.333333,687.0,6,109.42201,107.23815,105.64459,102.44492,100.5294,109.86283,104.64,92.68495,74.433,61.17925,47.20586,43.30056,42.5868,44.40896,58.73205,70.36174,90.27637,122.02397,135.68779,133.66354,124.38565,120.36374,114.21555,105.58756,
2023-02-27,7.0,11.9,9.354167,84.916667,14.608333,47.708333,214.0,0,112.06342,107.76341,107.82234,107.04176,116.21361,137.52492,156.24477,123.10136,94.92425,87.61503,85.53725,83.70617,83.52603,80.40475,83.31542,87.75752,114.10374,153.9612,175.80804,154.2449,139.47253,134.71338,129.23637,119.65787,
2023-02-28,7.1,12.6,10.425,84.125,15.5375,193.916667,683.0,1,81.22847,72.3099,67.9904,68.21128,77.34255,94.12699,112.49189,82.57202,61.7309,55.31083,52.82039,51.2957,49.90396,51.02516,57.29948,60.4684,86.36547,108.09637,129.36469,115.03606,106.19071,102.16214,93.20166,83.57949,
2023-03-01,6.7,11.3,9.466667,67.708333,26.716667,175.5,766.0,2,92.83599,88.78248,88.17106,88.63716,91.40101,102.22444,120.64008,94.2879,71.8747,56.75,51.25557,45.78,40.0,37.0,39.32911,53.23934,71.3578,102.71793,116.04565,107.59068,104.20482,95.11523,91.32154,80.06577,
2023-03-02,4.2,13.6,9.254167,68.75,11.375,229.458333,795.0,3,96.51905,96.76275,96.6877,98.18298,106.75864,132.40749,156.02,113.62969,69.93616,47.38147,37.66241,35.24457,38.14684,36.69,34.09176,45.1653,91.15521,135.89346,151.73834,140.59242,133.70065,131.05035,113.32655,104.37972,
2023-03-03,5.8,13.9,9.508333,83.166667,9.3625,226.916667,790.0,4,100.59459,96.20808,94.99654,95.56684,113.92623,127.13929,146.66245,115.95856,76.79946,70.23355,51.85292,39.91608,40.28616,38.84053,40.10172,53.02439,88.06863,132.69376,141.40198,137.34644,132.61333,131.38773,125.82975,114.17847,
2023-03-04,6.2,13.9,9.904167,84.166667,13.254167,160.541667,633.0,5,95.0,91.9155,92.0,90.31529,90.06442,94.9952,97.94062,72.72138,48.23218,40.41322,31.07075,29.0,21.17331,17.31096,18.15414,29.0,60.0,102.62615,116.70739,107.32017,101.79764,97.81551,94.78631,82.10468,
2023-03-05,9.9,13.4,11.129167,78.708333,11.520833,100.125,565.0,6,82.46954,80.69642,78.56405,78.46567,79.59617,86.418,85.80395,64.6315,56.50568,45.33649,44.56448,40.86715,33.92914,36.14979,40.1676,49.57,68.85957,96.79939,112.71686,106.69932,97.58065,96.77957,92.86827,87.57633,
2023-03-06,9.1,13.2,11.108333,79.916667,12.945833,211.708333,723.0,0,88.6838,88.15863,86.56333,89.89137,92.83356,107.74883,134.26443,102.1,61.78,42.93,34.76848,31.30713,28.03,22.82443,22.44327,37.08875,78.88,123.8667,136.06506,130.42538,125.29046,117.29166,100.11208,97.23,
2023-03-07,6.2,14.4,10.366667,77.083333,11.295833,238.875,818.0,1,96.97172,91.3646,88.02,91.07922,97.59832,112.95222,128.34454,92.95024,47.8661,21.86486,16.34,14.28975,10.97798,9.32666,8.54718,17.6373,69.6163,121.2394,135.71579,129.39413,121.39272,117.13892,109.3709,103.45007,
2023-03-08,6.1,12.7,9.758333,85.208333,10.966667,206.708333,751.0,2,89.81398,85.13574,85.03438,85.47825,99.27396,113.63549,133.40295,85.60816,49.14798,16.31622,7.76939,7.25153,5.38006,3.9489,8.54792,14.56191,69.50182,114.93253,124.32286,120.33548,117.27055,113.36696,107.7842,92.02702,
2023-03-09,7.3,15.9,11.358333,82.833333,11.2125,223.958333,793.0,3,82.9285,82.55394,80.69577,83.20485,95.53095,105.22287,117.1329,89.21113,57.55,36.8772,22.77044,18.0,14.02032,12.81354,15.6658,35.28981,76.5,114.89765,121.63801,114.53208,102.97302,100.39875,85.16146,76.26,
2023-03-10,11.4,13.6,12.3625,90.041667,15.675,45.333333,291.0,4,63.37281,62.35273,62.17432,62.30075,66.64485,90.79196,98.93852,88.78504,79.11101,58.83192,57.93759,54.43749,54.24242,51.3518,52.17003,58.99395,77.76777,97.63877,100.12697,94.25,91.2402,87.83803,76.55492,68.75727,
2023-03-11,13.1,15.4,13.966667,97.0,9.870833,58.958333,210.0,5,58.90629,55.1952,55.37151,55.06002,57.59615,59.20745,58.69876,52.02,46.23214,37.64016,33.67471,26.4489,24.31931,20.15639,22.39707,39.3218,50.58019,75.84806,85.4989,79.05845,70.53181,68.58304,58.85948,57.6695,
2023-03-12,12.7,15.6,13.847826,95.043478,13.086957,189.695652,713.0,6,74.18083,68.6965,,58.34557,57.76294,58.1977,64.11909,71.17225,48.35182,27.84568,8.41427,6.36424,2.35028,2.0741,2.0733,7.28725,26.52211,49.90711,83.58828,92.93521,83.73839,76.83608,72.19999,59.94798,
2023-03-13,12.8,14.9,13.591667,91.333333,11.783333,186.25,755.0,0,67.21454,67.21041,66.71214,66.8662,69.42676,88.08108,105.05364,105.90698,67.14636,43.92683,29.80706,22.64935,21.76058,19.60235,20.09413,29.59055,42.48459,63.28828,94.63495,112.76363,102.05627,95.79431,92.01289,81.82083,
2023-03-14,12.6,14.9,13.570833,92.916667,12.95,47.916667,201.0,1,76.53672,74.37683,71.30829,74.24127,80.63227,88.28778,106.82399,110.90616,90.88151,75.0,69.38595,66.48079,66.33609,66.46078,66.12412,71.90147,83.76781,95.70524,108.47655,116.13515,107.83176,95.36771,88.14362,81.01578,
2023-03-15,12.2,15.0,13.654167,93.25,13.329167,106.833333,545.0,2,65.10843,61.45863,61.0658,61.31655,63.95584,67.72088,93.45333,107.38134,90.99703,70.3699,63.91302,56.68898,46.24683,42.93242,38.98,39.97747,51.32724,63.48348,90.0587,108.75592,94.59947,90.14337,83.29633,72.21329,
2023-03-16,10.0,15.0,12.416667,85.25,8.445833,186.291667,695.0,3,70.11017,67.936,67.3756,67.05677,76.34712,98.30461,107.3348,109.5275,70.6635,52.64631,43.81801,36.81541,30.87264,25.75392,24.18716,27.81272,37.43754,59.46953,97.92223,113.90306,103.49007,99.2338,98.42367,91.37498,
2023-03-17,8.3,15.1,11.670833,90.75,9.470833,225.25,781.0,4,71.26511,69.77477,68.97015,70.38156,79.05297,91.49245,103.95833,106.53548,60.95115,45.66066,35.03476,29.66255,25.09,21.04278,22.72945,26.63,33.13855,59.27762,91.00703,100.76595,105.59847,93.96674,91.05473,82.1002,
2023-03-18,9.1,21.0,14.233333,74.166667,9.654167,248.0,863.0,5,82.4832,77.54571,70.10161,68.39499,70.75296,78.51683,87.78518,76.80421,47.74861,27.31095,17.06335,7.42813,4.2,2.91697,3.99178,8.34007,20.49144,48.32307,85.94744,90.05291,89.52723,83.73,81.69719,72.66925,
2023-03-19,12.5,15.4,13.595833,81.583333,10.725,51.541667,199.0,6,71.15,66.16029,63.2847,59.11368,59.1273,63.25409,68.41752,67.48982,59.35111,52.56926,42.51187,34.51305,32.20878,30.53,29.9132,35.86634,35.9381,52.87117,75.04,88.54167,87.07976,76.07579,69.60107,62.13711,
2023-03-20,11.9,14.4,13.054167,86.5,13.141667,120.833333,474.0,0,56.72573,56.83766,56.49544,55.85365,56.51708,64.37308,87.54904,100.7795,68.60793,49.16348,40.4082,34.86793,30.92957,29.19171,25.70086,25.4755,34.21129,59.79433,90.97706,101.70716,100.5342,89.18907,77.92488,71.58029,
2023-03-21,10.1,15.1,11.954167,81.708333,26.258333,144.916667,814.0,1,80.2,77.02766,76.11173,76.67461,82.96156,100.50507,123.24767,130.33131,125.41167,108.52569,98.94527,82.88616,78.22989,65.98702,62.21958,63.147,72.86164,91.97453,110.36664,122.44925,117.57063,108.26942,99.4151,90.58939,
2023-03-22,8.6,12.5,10.4125,83.25,13.920833,139.083333,606.0,2,74.44322,72.21094,70.80706,69.71422,72.51457,92.29381,114.50259,115.55511,85.21031,67.47541,55.73064,49.70639,46.55371,42.01662,41.30449,44.901,54.26171,69.73386,105.01864,118.03434,112.7237,104.8332,96.23011,82.05865,
2023-03-23,7.6,13.7,11.045833,85.541667,12.729167,213.833333,737.0,3,74.76804,68.8395,68.01974,67.89519,71.23165,85.6,106.0,99.30069,64.1453,43.51463,26.42379,16.03206,11.52555,10.14514,6.28,5.7127,9.34236,37.94989,85.90011,102.25565,101.8841,89.83288,82.28799,67.49692,
2023-03-24,8.4,14.6,11.983333,67.625,21.9875,266.041667,884.0,4,58.77503,57.58919,54.73254,53.75146,60.22778,71.92052,102.07,89.35468,38.76813,14.83811,3.88836,-0.69193,-1.08496,-1.2301,-1.71724,-1.21302,-0.40419,16.86351,77.19573,91.2284,90.44954,84.18264,75.68917,72.46956,
2023-03-25,7.2,15.0,11.254167,60.25,20.570833,256.666667,878.0,5,70.39655,64.28429,62.84877,62.37772,65.47137,75.50767,91.18149,76.32108,28.22267,1.54645,-0.01022,-2.05392,-3.4934,-4.76376,-5.12016,-3.47418,-0.01019,10.30144,73.04672,88.4495,86.10987,80.87868,72.58153,65.32746,
2023-03-26,8.4,15.7,11.845833,53.083333,24.404167,258.875,877.0,6,64.33926,63.71,59.8107,59.36886,62.88,70.44196,80.68338,64.33348,20.0454,0.34567,-0.00992,-2.94495,-4.25499,-5.13161,-5.11664,-3.06124,-0.0101,12.86008,73.7,91.88774,90.69409,82.08685,76.95494,73.35599,
2023-03-27,6.3,20.0,12.0875,58.291667,11.291667,269.208333,900.0,0,93.95376,93.36135,93.07712,93.57111,98.8385,114.41742,146.43733,122.37239,60.80427,29.7889,20.93147,16.39685,12.83028,9.55016,9.26377,13.5908,20.24708,57.00035,105.80743,131.03291,122.79395,109.95421,104.41872,100.02258,
2023-03-28,8.2,17.5,12.25,70.208333,13.658333,277.208333,894.0,1,85.0,79.61082,79.61067,79.55136,82.28182,104.21092,138.68661,112.28258,59.32552,28.12321,15.0,11.54609,8.44783,5.27606,3.91251,5.39657,11.57612,59.58333,98.23404,116.92892,111.16243,102.56653,96.01066,80.2931,
2023-03-29,9.0,13.7,11.708333,78.708333,17.758333,189.5,868.0,2,71.92672,71.0444,71.07247,71.32359,77.40361,89.9301,112.54066,107.96982,69.53341,58.8712,46.47835,35.69689,29.61651,29.32778,25.22632,26.03261,44.2424,66.90549,103.11092,117.11819,118.01267,103.76,92.09226,82.18549,
2023-03-30,7.6,12.8,10.15,80.916667,9.5,211.458333,754.0,3,75.99937,77.26983,74.6015,74.2593,77.08846,95.70064,110.87357,104.85571,58.61887,39.63743,28.30759,19.30924,16.32064,12.39,6.8529,5.10088,6.69241,29.0597,76.88781,92.43804,92.21881,86.36811,76.59136,70.43067,
2023-03-31,6.7,14.6,10.9875,81.5,13.633333,250.375,870.0,4,65.67452,61.15766,61.02879,60.35413,62.76271,83.69633,105.55115,91.8915,37.58682,8.49858,2.78747,0.28551,0.33447,0.0,0.06695,2.0308,6.81408,44.00694,78.75126,98.06445,95.62646,89.02515,77.83523,74.25965,
2023-04-01,7.8,16.8,12.120833,83.0,10.883333,287.958333,920.0,5,66.84891,65.95632,63.06355,62.37582,64.28616,73.18803,83.17421,63.98476,13.41482,-0.61433,-3.64057,-9.02709,-10.72154,-11.41545,-12.20509,-12.21989,-9.11625,0.3092,59.6695,86.17721,86.32276,75.66192,65.84216,59.83178,
2023-04-02,8.7,15.6,12.029167,89.0,13.3,266.166667,881.0,6,59.89961,58.56064,57.97167,57.02,59.33,63.90714,66.70243,47.52255,6.38218,-11.81982,-12.50059,-15.01,-14.698,-16.10583,-15.57318,-15.0,-0.95008,9.61856,64.63,81.62097,85.04653,77.35466,65.74358,61.14401,
2023-04-03,8.6,14.1,11.825,69.75,18.533333,183.375,611.0,0,57.95589,55.10172,53.98741,53.20876,54.56438,60.39736,92.32114,74.05392,33.25336,19.95025,7.96,0.2151,-0.55979,-0.86685,-1.09749,-0.72086,0.76446,31.02051,74.95506,100.56954,96.50551,83.42341,73.81978,66.11238,
2023-04-04,6.7,13.6,10.395833,53.916667,21.9375,294.166667,943.0,1,69.93197,66.68658,65.98881,68.61662,70.93556,83.57711,110.73477,83.89063,24.83088,8.47862,-7.98915,-3.04587,-6.73786,-8.00166,-8.57,-10.34382,-2.6778,13.1971,71.49499,103.44698,103.38927,90.11398,74.81249,73.46093,
2023-04-05,6.4,16.5,11.395833,62.583333,13.120833,290.875,925.0,2,89.84297,89.98207,92.37952,92.36242,103.18049,121.50306,152.04607,119.20129,58.98264,37.33778,22.50447,11.30614,9.06703,9.11989,9.82074,12.92108,18.73434,61.45716,107.97835,132.78781,126.61705,117.39587,106.67805,102.51754,
2023-04-06,7.3,19.0,12.9,60.666667,12.683333,298.416667,940.0,3,97.2312,98.61098,91.58915,94.594,97.83592,113.66202,155.58125,112.55874,62.14,30.32974,20.30431,14.46395,10.3865,10.88157,10.77283,12.35506,18.67,68.86108,116.71536,139.16794,135.44981,107.53572,101.32036,91.39096,
2023-04-07,9.6,17.5,12.9375,77.833333,11.516667,290.458333,919.0,4,76.08504,73.27936,71.66575,70.71479,74.96235,84.14491,107.65129,90.99921,53.49565,29.37051,5.79679,4.84135,1.41996,0.0,-3.85687,8.09085,7.44129,52.42849,81.16974,98.12367,99.22186,88.98757,78.06505,71.78886,
2023-04-08,9.5,16.9,12.795833,92.083333,13.604167,268.125,905.0,5,64.15013,63.13423,60.57066,57.56576,62.39151,64.7007,70.77817,59.96636,34.60735,10.43565,-3.62447,0.01,-0.49468,-2.41705,-1.14818,-0.38992,4.9623,37.43439,80.66051,94.53216,94.12844,85.77702,78.55465,70.96374,
2023-04-09,11.4,16.7,13.320833,92.375,8.458333,269.666667,901.0,6,56.76399,56.53802,55.14561,53.75139,56.42422,58.2553,62.49324,44.80151,10.81903,1.89543,-0.321,-2.08,-3.14802,-2.56599,-2.03212,-0.01002,0.49931,31.78022,86.5554,101.466,93.52447,85.54422,80.79897,68.95777,
2023-04-10,11.3,17.0,13.470833,91.958333,7.025,264.166667,922.0,0,79.44969,72.76407,72.34414,72.31601,72.8807,87.24171,112.9344,89.28204,54.58736,37.93897,23.77575,16.44065,15.7679,17.97198,22.00786,28.14401,44.32461,68.50879,108.41742,135.41656,112.02601,103.66756,78.97271,76.26425,
2023-04-11,11.5,16.2,12.891667,93.333333,9.041667,262.5,892.0,1,58.98259,56.88451,54.38736,53.65533,55.9063,63.82804,93.94004,68.02743,41.21878,20.7151,12.30724,13.81543,11.20782,11.8386,11.84971,18.33086,36.75528,65.50135,96.3295,116.17983,100.05061,89.75965,76.91018,67.31069,
2023-04-12,11.7,16.5,13.616667,85.666667,11.691667,183.166667,744.0,2,61.09138,56.90858,56.20667,55.82045,60.21607,77.58049,100.16751,81.07953,58.00587,47.09582,35.23572,30.00265,26.45,29.84856,28.06511,34.66077,51.60737,74.27104,97.12,118.36017,108.77964,97.1053,81.48305,69.15125,
2023-04-13,11.8,14.9,12.875,83.041667,10.05,147.25,539.0,3,61.15,60.20902,54.20004,53.26572,55.53491,68.83692,96.78158,65.16041,37.2333,19.93934,8.16,7.23136,11.45959,11.98,9.8996,11.6129,8.5345,41.60854,80.41056,104.14639,101.44,87.38324,74.00708,65.69767,
2023-04-14,10.8,15.1,12.895833,80.041667,9.733333,206.833333,685.0,4,62.81164,58.32332,58.06768,54.30827,62.51149,71.05872,93.43096,60.91534,38.65383,22.60879,13.98313,9.49471,6.37241,5.31563,4.1673,3.91119,8.30646,31.0255,73.45657,99.37083,96.25256,80.34667,73.71128,66.42794,
2023-04-15,9.3,16.2,12.804167,86.833333,11.370833,302.291667,941.0,5,65.135,63.61088,64.95,64.95,71.61618,82.56406,79.5445,47.46582,10.0,3.3372,-1.86069,-4.04543,-5.54453,-5.98468,-6.14383,-3.26646,1.32858,28.13325,79.20999,103.87951,99.58237,85.58243,79.79229,74.34212,
2023-04-16,10.2,16.9,13.108333,88.25,9.816667,270.583333,923.0,6,79.76854,74.77232,74.9989,74.09681,71.4529,72.63119,69.02756,41.46752,12.51458,6.25872,-0.05707,-1.2594,-2.5,-2.65643,-4.70721,-1.04937,0.95476,25.96569,72.07495,96.2262,91.79464,76.21767,71.27129,62.93825,
2023-04-17,10.6,16.4,13.1375,86.833333,11.470833,228.291667,820.0,0,64.73196,61.13657,57.79992,56.392,64.99223,76.92563,99.44897,64.98946,40.56056,18.07237,4.82605,1.50496,0.21,-0.42024,-0.48304,1.57655,7.52427,39.33931,77.81031,103.32096,102.86874,83.8158,75.30659,67.88077,
2023-04-18,11.1,16.0,13.416667,80.208333,12.4625,265.375,898.0,1,56.99527,55.01487,51.6755,51.86292,56.6512,71.93996,97.94892,66.5434,37.36542,14.59471,6.57778,-1.72377,-4.81898,-2.71373,-3.69501,-0.10391,10.16144,42.62371,77.71606,112.48437,105.42562,88.50981,76.52868,66.43178,
2023-04-19,8.9,19.2,13.629167,65.333333,16.158333,313.708333,978.0,2,62.34513,60.08324,58.05473,58.02782,64.2632,79.93903,101.24422,59.50652,8.38191,7.22441,-0.27989,-1.57224,-5.61228,-5.70986,-5.66061,-1.42767,1.38668,29.49924,73.77,100.58745,102.60604,84.33122,72.74367,65.5474,
2023-04-20,8.8,19.8,15.0125,60.291667,13.333333,312.916667,964.0,3,64.87354,61.49161,59.91299,60.81369,63.96956,87.08751,104.1111,62.92843,27.12321,12.23488,9.38628,8.08656,8.66784,8.23743,7.8305,9.0,16.19,40.50505,86.07371,124.04744,113.22331,96.288,84.93563,77.91452,
